Order ID,Order Date,Region,Channel,Product,Units,Unit Price,Refunded
SO-00454,2025-05-06,West,partner,Doohickey,4,65.74,true
SO-00455,2025-04-24,West,partner,Sprocket,7,52.28,true
SO-00456,2025-12-29,East,retail,Gadget,12,121.98,false
SO-00457,2025-08-20,West,retail,Gadget,20,12.01,false
SO-00458,2025-11-15,North,retail,Sprocket,18,86.20,false
SO-00459,2025-12-14,West,partner,Widget,8,58.96,false
SO-00460,2025-11-03,West,retail,Gadget,10,46.87,true
SO-00461,2025-10-04,East,partner,Sprocket,1,152.46,false
SO-00462,2026-01-28,West,retail,Widget,20,73.32,false
SO-00463,2025-06-03,South,partner,Sprocket,2,93.68,true
SO-00464,2026-02-25,South,partner,Sprocket,3,109.54,false
SO-00465,2026-01-18,East,partner,Sprocket,9,52.07,false
SO-00466,2025-07-28,South,online,Gadget,19,63.86,false
SO-00467,2025-01-12,East,partner,Doohickey,17,171.95,false
SO-00468,2025-03-27,West,partner,Sprocket,10,163.86,false
SO-00469,2025-12-13,South,online,Flange,2,87.18,false
SO-00470,2025-10-13,West,partner,Widget,10,68.65,true
SO-00471,2025-02-08,North,retail,Flange,6,126.72,false
SO-00472,2025-07-14,East,online,Doohickey,19,100.42,true
SO-00473,2025-10-04,East,retail,Sprocket,5,143.58,false
SO-00474,2025-05-08,South,online,Widget,4,164.61,true
SO-00475,2026-01-14,South,retail,Widget,16,17.90,false
SO-00476,2025-01-15,East,retail,Gadget,20,128.99,false
SO-00477,2025-06-22,South,retail,Doohickey,1,84.00,false
SO-00478,2025-05-25,East,online,Flange,8,111.54,false
SO-00479,2025-03-18,East,retail,Sprocket,6,150.36,false
SO-00480,2025-12-13,South,retail,Doohickey,20,129.50,false
SO-00481,2026-01-30,East,online,Sprocket,12,18.17,false
SO-00482,2026-01-03,North,partner,Widget,18,169.86,true
SO-00483,2025-02-18,East,online,Flange,12,139.01,false
SO-00484,2025-11-04,West,online,Widget,14,11.60,false
SO-00485,2025-04-01,East,online,Gadget,11,17.24,false
SO-00486,2025-04-24,North,retail,Gadget,12,8.60,false
SO-00487,2025-06-03,East,online,Widget,12,61.39,false
SO-00488,2025-03-30,East,online,Widget,6,153.52,false
SO-00489,2025-12-13,South,retail,Flange,20,145.53,false
SO-00490,2025-12-21,South,retail,Sprocket,12,94.71,false
SO-00491,2025-08-16,South,retail,Widget,10,59.78,true
SO-00492,2025-11-28,North,partner,Sprocket,10,97.75,false
SO-00493,2025-10-13,West,partner,Doohickey,15,23.57,false
SO-00494,2025-10-11,South,partner,Gadget,3,26.84,false
SO-00495,2025-06-21,West,partner,Flange,10,14.69,false
SO-00496,2025-09-22,East,online,Flange,4,10.30,false
SO-00497,2026-02-13,West,partner,Widget,15,104.73,false
SO-00498,2025-10-30,North,partner,Gadget,3,87.81,false
SO-00499,2025-12-12,West,online,Sprocket,18,147.73,false
SO-00500,2025-11-20,North,online,Gadget,7,111.89,false
SO-00501,2026-01-26,East,retail,Gadget,18,97.98,false
SO-00502,2025-05-15,South,partner,Gadget,6,17.84,true
SO-00503,2026-01-07,South,online,Widget,6,160.47,false
SO-00504,2026-02-17,East,partner,Gadget,11,117.24,false
SO-00505,2025-01-04,North,partner,Doohickey,13,159.18,false
SO-00506,2025-07-18,South,retail,Sprocket,2,49.27,false
SO-00507,2025-05-19,South,partner,Widget,3,51.30,false
SO-00508,2025-07-15,East,partner,Widget,13,168.84,false
SO-00509,2025-09-10,North,online,Sprocket,16,109.16,true
SO-00510,2025-09-29,East,online,Widget,1,69.88,false
SO-00511,2025-07-10,East,retail,Gadget,19,118.65,false
SO-00512,2025-04-03,South,partner,Widget,16,121.20,false
SO-00513,2025-11-17,South,retail,Gadget,16,132.63,true
SO-00514,2025-10-05,North,online,Gadget,13,88.46,false
SO-00515,2025-11-14,West,partner,Gadget,12,132.25,true
SO-00516,2025-06-29,North,online,Doohickey,6,113.81,true
SO-00517,2025-05-04,West,online,Widget,2,31.86,false
SO-00518,2025-11-05,North,partner,Widget,8,57.31,false
SO-00519,2025-08-19,North,retail,Gadget,3,118.14,false
SO-00520,2025-02-06,South,partner,Sprocket,14,33.73,false
SO-00521,2026-01-18,North,retail,Widget,16,60.88,false
SO-00522,2025-01-15,South,retail,Widget,14,160.69,false
SO-00523,2025-07-20,East,partner,Doohickey,5,35.60,false
SO-00524,2025-12-28,North,partner,Widget,9,56.93,false
SO-00525,2025-05-06,North,partner,Gadget,13,156.80,false
SO-00526,2026-01-27,East,online,Flange,4,135.36,false
SO-00527,2025-10-30,East,online,Sprocket,9,173.18,false
SO-00528,2025-05-13,West,retail,Flange,3,30.64,true
SO-00529,2025-08-11,East,online,Doohickey,20,74.97,false
SO-00530,2025-08-18,North,retail,Gadget,12,95.06,false
SO-00531,2025-04-08,East,online,Sprocket,18,112.53,true
SO-00532,2025-02-28,North,partner,Widget,11,118.31,false
SO-00533,2025-09-17,North,online,Sprocket,8,145.83,false
SO-00534,2026-01-05,West,retail,Sprocket,9,62.65,false
SO-00535,2025-05-04,East,partner,Sprocket,18,125.91,false
SO-00536,2026-02-05,South,online,Flange,20,35.88,true
SO-00537,2025-08-04,West,online,Flange,7,106.44,false
SO-00538,2025-11-27,North,retail,Widget,2,31.92,false
SO-00539,2025-12-17,East,partner,Sprocket,12,169.84,true
SO-00540,2025-11-25,North,retail,Gadget,4,13.12,false
SO-00541,2025-02-02,South,partner,Doohickey,5,24.03,false
SO-00542,2025-03-03,East,partner,Doohickey,14,103.31,false
SO-00543,2025-05-04,North,partner,Flange,11,57.36,false
SO-00544,2025-11-21,West,retail,Gadget,1,83.92,false
SO-00545,2025-09-04,South,partner,Doohickey,2,100.70,false
SO-00546,2025-11-07,East,partner,Widget,10,20.70,false
SO-00547,2025-09-16,West,retail,Sprocket,16,167.86,false
SO-00548,2025-07-02,North,online,Widget,13,99.75,false
SO-00549,2025-08-16,South,partner,Sprocket,4,111.56,false
SO-00550,2025-08-16,East,retail,Doohickey,13,160.80,false
SO-00551,2026-01-08,North,online,Gadget,16,32.47,false
SO-00552,2025-03-11,North,partner,Widget,19,124.12,false
SO-00553,2025-06-20,West,online,Flange,2,56.38,true
SO-00554,2025-06-21,South,retail,Widget,4,103.08,false
SO-00555,2025-08-29,West,online,Widget,20,38.70,false
SO-00556,2025-06-04,East,retail,Gadget,3,80.10,false
SO-00557,2025-08-23,South,retail,Widget,14,163.40,true
SO-00558,2026-02-23,South,online,Flange,17,171.41,false
SO-00559,2025-05-08,South,partner,Flange,11,158.45,false
SO-00560,2026-01-16,East,online,Doohickey,14,157.41,false
SO-00561,2025-08-26,North,online,Flange,4,47.75,false
SO-00562,2025-08-04,West,partner,Sprocket,12,42.13,true
SO-00563,2025-04-01,South,partner,Flange,8,30.13,false
SO-00564,2025-11-03,West,retail,Gadget,12,164.71,false
SO-00565,2025-03-05,East,retail,Sprocket,12,104.48,false
SO-00566,2026-02-14,South,retail,Sprocket,2,51.21,false
SO-00567,2025-10-19,North,online,Doohickey,19,73.07,true
SO-00568,2025-12-25,South,partner,Flange,3,99.88,false
SO-00569,2025-04-26,North,online,Doohickey,16,170.10,false
SO-00570,2025-08-06,East,retail,Sprocket,1,44.02,false
SO-00571,2026-02-15,East,retail,Gadget,1,28.62,true
SO-00572,2025-02-12,North,online,Sprocket,15,110.97,false
SO-00573,2025-06-13,North,partner,Sprocket,15,68.82,false
SO-00574,2025-07-04,North,online,Doohickey,3,38.32,true
SO-00575,2025-09-15,North,online,Sprocket,20,34.88,false
SO-00576,2025-10-23,East,retail,Widget,15,119.07,false
SO-00577,2025-03-09,East,partner,Widget,6,97.28,false
SO-00578,2026-02-17,West,online,Gadget,2,156.19,false
SO-00579,2025-02-28,West,online,Sprocket,6,105.08,false
SO-00580,2025-11-18,East,online,Doohickey,14,8.20,false
SO-00581,2025-07-13,North,online,Widget,12,53.96,false
SO-00582,2026-01-24,South,retail,Doohickey,17,120.54,false
SO-00583,2025-08-25,North,retail,Widget,15,26.36,false
SO-00584,2025-11-02,South,partner,Flange,18,108.05,true
SO-00585,2025-04-20,West,partner,Gadget,16,150.05,false
SO-00586,2025-04-02,West,partner,Gadget,4,70.87,false
SO-00587,2025-04-29,North,online,Sprocket,5,164.19,true
SO-00588,2025-05-04,East,partner,Flange,12,83.17,false
SO-00589,2025-01-14,West,retail,Sprocket,17,125.87,false
SO-00590,2025-10-18,South,online,Widget,17,74.56,false
SO-00591,2025-01-17,North,retail,Gadget,12,13.19,false
SO-00592,2025-04-25,East,online,Doohickey,5,18.13,false
SO-00593,2025-07-15,East,online,Gadget,4,66.69,false
SO-00594,2026-01-27,South,online,Widget,7,40.50,false
SO-00595,2025-08-29,North,partner,Doohickey,2,85.73,false
SO-00596,2025-02-15,West,online,Doohickey,3,166.24,false
SO-00597,2025-06-25,North,online,Doohickey,7,167.94,false
SO-00598,2025-03-04,West,retail,Sprocket,3,152.34,false
SO-00599,2025-04-15,North,retail,Flange,2,16.71,false
SO-00600,2025-05-30,West,retail,Widget,20,155.26,false
SO-00601,2025-02-06,West,online,Sprocket,20,66.56,false
SO-00602,2025-09-13,North,online,Doohickey,14,54.51,false
SO-00603,2025-07-24,East,retail,Widget,15,123.99,false
SO-00604,2025-10-25,West,retail,Widget,9,115.08,true
SO-00605,2025-06-01,East,online,Widget,8,13.08,false
SO-00606,2025-11-01,North,partner,Widget,12,9.29,false
SO-00607,2025-09-27,South,online,Sprocket,4,77.12,false
SO-00608,2025-12-01,West,online,Doohickey,13,137.21,false
SO-00609,2025-07-19,South,partner,Doohickey,15,172.81,false
SO-00610,2025-09-26,North,partner,Flange,20,104.10,true
SO-00611,2025-11-03,West,online,Sprocket,1,171.12,false
SO-00612,2025-10-16,East,online,Sprocket,4,134.49,false
SO-00613,2026-02-24,West,online,Doohickey,8,161.80,false
SO-00614,2025-12-21,East,online,Sprocket,15,133.81,true
SO-00615,2025-10-29,North,online,Sprocket,16,50.77,false
SO-00616,2025-02-23,West,retail,Widget,15,29.61,false
SO-00617,2025-12-11,North,online,Doohickey,13,78.57,false
SO-00618,2025-09-26,West,online,Flange,10,169.72,false
SO-00619,2025-04-27,South,online,Sprocket,16,112.29,false
SO-00620,2025-12-03,East,retail,Widget,5,23.62,false
SO-00621,2026-01-10,North,partner,Gadget,4,49.69,true
SO-00622,2025-05-15,North,retail,Doohickey,19,89.29,false
SO-00623,2026-01-28,East,partner,Flange,11,135.60,false
SO-00624,2025-03-17,East,online,Gadget,8,135.99,true
SO-00625,2025-01-20,West,partner,Doohickey,19,125.05,true
SO-00626,2025-01-23,West,online,Flange,16,16.17,false
SO-00627,2025-12-18,West,partner,Gadget,11,127.31,false
SO-00628,2025-01-31,North,retail,Sprocket,15,170.23,false
SO-00629,2025-08-20,West,partner,Flange,4,34.88,false
SO-00630,2025-05-06,South,online,Gadget,14,149.07,false
SO-00631,2025-03-10,North,partner,Flange,6,133.86,false
SO-00632,2025-03-31,East,online,Doohickey,3,68.00,true
SO-00633,2025-12-15,North,partner,Sprocket,20,91.40,true
SO-00634,2026-02-21,West,retail,Widget,20,113.66,false
SO-00635,2025-11-10,East,retail,Widget,1,118.94,false
SO-00636,2025-11-16,West,retail,Flange,7,154.67,false
SO-00637,2025-04-18,West,partner,Sprocket,1,103.31,false
SO-00638,2025-02-01,West,retail,Doohickey,3,126.80,true
SO-00639,2025-10-22,East,partner,Sprocket,4,23.77,false
SO-00640,2025-08-05,East,online,Doohickey,20,176.10,false
SO-00641,2025-10-23,East,online,Doohickey,1,98.04,false
SO-00642,2025-12-19,East,retail,Sprocket,17,113.17,false
SO-00643,2025-07-03,North,retail,Doohickey,10,171.75,false
SO-00644,2025-03-10,East,partner,Sprocket,2,67.62,false
SO-00645,2026-01-18,North,partner,Flange,6,150.07,true
SO-00646,2025-11-16,West,partner,Sprocket,5,73.92,false
SO-00647,2025-09-19,East,online,Sprocket,13,149.39,true
SO-00648,2025-05-13,North,online,Gadget,10,86.08,false
SO-00649,2025-06-13,South,partner,Doohickey,12,23.44,false
SO-00650,2026-02-19,North,retail,Widget,17,171.18,false
SO-00651,2025-04-25,North,online,Widget,16,155.45,false
SO-00652,2025-01-15,West,partner,Doohickey,2,119.73,true
SO-00653,2025-08-28,North,retail,Gadget,14,64.63,false
SO-00654,2025-03-06,West,partner,Flange,9,156.54,false
SO-00655,2025-06-28,North,retail,Doohickey,7,40.73,true
SO-00656,2025-02-21,North,partner,Sprocket,2,89.27,true
SO-00657,2025-12-28,East,partner,Sprocket,10,54.73,true
SO-00658,2025-04-24,North,online,Widget,6,92.92,false
SO-00659,2025-07-31,East,partner,Doohickey,10,150.27,false
SO-00660,2025-08-09,North,retail,Widget,12,112.81,false
SO-00661,2025-01-26,South,partner,Gadget,8,63.45,false
SO-00662,2025-05-06,East,online,Flange,16,165.50,false
SO-00663,2025-10-05,West,online,Doohickey,7,19.52,false
SO-00664,2025-12-16,North,online,Doohickey,3,157.10,true
SO-00665,2025-04-15,West,online,Flange,8,24.59,false
SO-00666,2025-06-02,North,online,Sprocket,4,146.97,false
SO-00667,2025-08-14,North,online,Flange,13,149.70,false
SO-00668,2025-01-02,West,partner,Gadget,15,171.04,false
SO-00669,2025-04-25,South,online,Sprocket,10,46.43,true
SO-00670,2025-09-18,East,retail,Widget,17,28.75,false
SO-00671,2026-01-04,West,online,Gadget,3,132.88,false
SO-00672,2025-04-17,North,online,Gadget,16,22.37,false
SO-00673,2025-09-01,West,online,Widget,5,56.75,true
SO-00674,2025-11-01,East,partner,Flange,5,108.67,false
SO-00675,2025-03-15,West,retail,Flange,1,116.79,false
SO-00676,2025-12-16,West,online,Sprocket,7,62.54,false
SO-00677,2025-01-29,West,retail,Sprocket,15,177.66,false
SO-00678,2025-05-21,West,retail,Gadget,9,60.05,false
SO-00679,2025-02-02,South,partner,Flange,18,19.26,false
SO-00680,2025-02-11,West,retail,Gadget,3,154.80,false
SO-00681,2025-09-16,West,online,Widget,19,114.91,false
SO-00682,2025-12-15,West,partner,Widget,5,28.63,true
SO-00683,2025-12-01,West,online,Gadget,4,150.30,false
SO-00684,2025-02-07,West,partner,Gadget,9,165.62,false
SO-00685,2025-10-27,North,online,Gadget,12,82.22,false
SO-00686,2025-10-30,North,retail,Gadget,2,45.40,false
SO-00687,2025-07-29,South,retail,Gadget,7,10.73,true
SO-00688,2025-02-17,West,online,Widget,12,107.12,false
SO-00689,2025-04-06,South,partner,Flange,9,133.21,false
SO-00690,2025-05-29,East,online,Doohickey,7,161.40,false
SO-00691,2025-03-28,North,retail,Widget,10,134.24,true
SO-00692,2025-10-26,South,online,Widget,4,40.83,false
SO-00693,2026-01-22,West,retail,Gadget,12,160.24,true
SO-00694,2025-11-18,South,partner,Flange,8,115.07,false
SO-00695,2025-11-12,East,online,Sprocket,20,106.00,false
SO-00696,2025-11-25,West,online,Gadget,1,49.77,true
SO-00697,2025-08-11,South,partner,Doohickey,17,161.18,false
SO-00698,2025-01-19,South,partner,Flange,20,48.59,true
SO-00699,2025-10-22,West,retail,Widget,10,11.63,false
SO-00700,2025-09-23,West,retail,Gadget,20,22.67,false
SO-00701,2025-12-16,East,online,Widget,7,121.72,false
SO-00702,2025-09-26,South,partner,Flange,20,142.88,false
SO-00703,2025-11-10,South,retail,Flange,15,98.30,false
SO-00704,2025-04-21,East,partner,Widget,19,168.31,false
SO-00705,2025-11-12,East,partner,Gadget,10,61.03,false
SO-00706,2025-09-10,South,retail,Gadget,17,93.22,false
SO-00707,2025-11-15,South,retail,Sprocket,3,28.55,false
SO-00708,2025-10-30,South,retail,Sprocket,20,152.11,false
SO-00709,2025-07-05,East,online,Flange,2,81.60,false
SO-00710,2026-01-17,South,retail,Flange,20,69.59,false
SO-00711,2025-01-14,South,online,Gadget,6,105.43,false
SO-00712,2025-05-30,North,partner,Sprocket,1,102.41,false
SO-00713,2025-08-18,North,partner,Sprocket,6,155.11,false
SO-00714,2025-08-14,East,online,Flange,18,177.07,false
SO-00715,2025-01-02,West,retail,Gadget,20,125.44,false
SO-00716,2025-10-08,North,partner,Gadget,16,67.24,false
SO-00717,2025-03-23,West,online,Gadget,15,47.70,false
SO-00718,2025-11-04,East,retail,Flange,16,117.27,false
SO-00719,2025-05-02,East,retail,Doohickey,14,130.60,false
SO-00720,2025-09-12,East,partner,Flange,9,73.82,false
SO-00721,2025-07-21,West,retail,Flange,5,97.94,false
SO-00722,2025-08-11,South,online,Gadget,3,69.28,true
SO-00723,2025-01-08,North,retail,Widget,6,167.38,true
SO-00724,2025-08-25,North,online,Doohickey,1,125.73,false
SO-00725,2025-06-11,West,retail,Flange,8,109.61,true
SO-00726,2025-12-11,South,retail,Doohickey,12,90.50,true
SO-00727,2025-08-01,West,retail,Gadget,7,35.23,false
SO-00728,2025-05-20,South,partner,Widget,3,113.54,true
SO-00729,2025-04-06,East,partner,Sprocket,4,47.10,false
SO-00730,2025-05-15,North,retail,Gadget,16,86.30,false
SO-00731,2025-11-17,South,retail,Widget,4,155.11,true
SO-00732,2025-02-13,North,partner,Widget,7,161.58,false
SO-00733,2025-08-17,East,online,Sprocket,18,114.99,false
SO-00734,2026-01-03,South,partner,Sprocket,17,50.70,true
SO-00735,2025-03-07,North,partner,Gadget,6,115.35,false
SO-00736,2025-05-26,North,retail,Sprocket,15,52.48,true
SO-00737,2025-09-10,West,retail,Widget,13,121.28,false
SO-00738,2025-12-19,West,retail,Widget,17,152.03,false
SO-00739,2025-04-23,East,online,Sprocket,10,96.04,false
SO-00740,2025-08-23,East,retail,Widget,8,62.94,false
SO-00741,2025-08-09,West,partner,Doohickey,18,130.84,false
SO-00742,2025-09-09,East,retail,Sprocket,20,90.55,false
SO-00743,2025-03-21,North,retail,Gadget,5,136.96,false
SO-00744,2025-10-13,East,retail,Widget,16,122.01,true
SO-00745,2025-10-08,West,online,Sprocket,8,11.39,false
SO-00746,2026-01-28,South,retail,Flange,1,145.67,false
SO-00747,2025-04-05,South,online,Widget,7,57.44,false
SO-00748,2025-09-11,West,retail,Flange,19,119.04,false
SO-00749,2025-08-25,East,online,Widget,18,98.79,false
SO-00750,2025-02-22,North,partner,Doohickey,8,117.49,false
SO-00751,2025-10-09,West,partner,Doohickey,14,162.90,false
SO-00752,2025-06-05,North,online,Doohickey,15,61.96,false
SO-00753,2025-02-04,West,partner,Widget,18,147.16,false
SO-00754,2025-07-28,West,partner,Sprocket,17,120.05,false
SO-00755,2025-04-17,East,retail,Gadget,18,146.11,false
SO-00756,2025-07-06,East,online,Doohickey,16,100.65,false
SO-00757,2025-02-08,North,partner,Doohickey,1,120.58,false
SO-00758,2025-02-05,East,retail,Flange,20,151.39,false
SO-00759,2025-09-16,North,retail,Gadget,16,65.30,false
SO-00760,2025-12-06,South,retail,Doohickey,2,177.25,false
SO-00761,2025-10-28,West,retail,Sprocket,3,105.76,false
SO-00762,2025-09-25,East,partner,Flange,3,111.09,false
SO-00763,2025-12-14,West,online,Doohickey,15,47.46,false
SO-00764,2025-11-18,South,partner,Flange,9,51.95,false
SO-00765,2025-05-04,West,online,Doohickey,18,107.88,false
SO-00766,2026-01-19,East,online,Widget,13,12.66,false
SO-00767,2025-08-21,West,online,Flange,12,121.25,false
SO-00768,2025-12-15,East,partner,Gadget,7,171.74,false
SO-00769,2025-04-02,North,partner,Widget,5,59.83,false
SO-00770,2025-07-13,South,retail,Doohickey,12,49.79,false
SO-00771,2025-07-24,North,retail,Doohickey,9,130.49,false
SO-00772,2025-04-16,North,partner,Sprocket,9,165.14,false
SO-00773,2025-07-31,South,partner,Sprocket,3,12.78,false
SO-00774,2025-06-17,West,partner,Doohickey,1,174.68,false
SO-00775,2025-02-08,West,online,Sprocket,2,116.76,false
SO-00776,2025-12-08,East,online,Flange,5,79.11,false
SO-00777,2025-05-05,East,partner,Doohickey,11,67.93,false
SO-00778,2025-02-01,North,retail,Sprocket,3,115.02,false
SO-00779,2025-07-12,East,online,Gadget,14,57.34,true
SO-00780,2025-07-10,North,partner,Flange,6,123.81,false
SO-00781,2025-02-10,South,partner,Sprocket,6,59.11,false
SO-00782,2025-09-17,East,retail,Doohickey,1,126.51,true
SO-00783,2025-07-19,South,online,Sprocket,17,100.82,false
SO-00784,2025-12-31,North,retail,Doohickey,14,101.63,false
SO-00785,2025-11-04,South,retail,Widget,6,169.42,false
SO-00786,2025-08-15,North,online,Doohickey,19,27.40,false
SO-00787,2025-09-03,East,retail,Gadget,11,97.55,false
SO-00788,2025-06-23,West,retail,Widget,12,18.40,true
SO-00789,2025-07-17,East,partner,Widget,18,146.16,true
SO-00790,2025-10-23,West,partner,Sprocket,4,120.27,false
SO-00791,2025-08-19,South,retail,Sprocket,14,48.05,true
SO-00792,2025-12-27,South,partner,Flange,6,175.74,false
SO-00793,2025-06-19,West,retail,Sprocket,15,12.39,false
SO-00794,2025-03-28,East,partner,Gadget,3,95.19,false
SO-00795,2025-02-10,North,partner,Sprocket,10,95.88,false
SO-00796,2025-04-02,East,online,Sprocket,17,172.53,false
SO-00797,2025-12-30,West,partner,Gadget,16,171.72,false
SO-00798,2025-09-18,South,retail,Gadget,6,86.68,false
SO-00799,2025-04-06,South,retail,Widget,2,122.62,false
SO-00800,2026-01-09,West,retail,Gadget,4,119.64,false
SO-00801,2026-01-18,East,online,Doohickey,3,136.65,false
SO-00802,2025-01-29,North,online,Doohickey,6,13.90,false
SO-00803,2025-04-03,North,retail,Flange,4,116.25,false
SO-00804,2025-07-31,North,partner,Gadget,9,22.06,false
SO-00805,2025-12-26,South,retail,Sprocket,1,151.27,false
SO-00806,2025-01-19,South,retail,Gadget,15,54.10,true
SO-00807,2025-08-23,North,retail,Widget,19,148.24,false
SO-00808,2026-01-14,West,partner,Sprocket,1,87.43,false
SO-00809,2025-04-02,East,partner,Sprocket,5,54.71,false
SO-00810,2025-06-27,North,retail,Flange,15,114.60,false
SO-00811,2026-01-06,South,online,Sprocket,7,154.62,false
SO-00812,2026-01-12,East,partner,Widget,11,170.91,false
SO-00813,2026-02-07,North,partner,Doohickey,15,12.13,false
SO-00814,2025-04-15,North,retail,Sprocket,14,16.69,true
SO-00815,2025-11-28,North,retail,Flange,15,97.94,false
SO-00816,2025-03-07,South,partner,Gadget,19,91.11,false
SO-00817,2025-09-03,East,online,Flange,14,52.44,false
SO-00818,2025-11-01,West,partner,Flange,20,164.87,false
SO-00819,2026-02-10,East,retail,Widget,9,68.56,false
SO-00820,2025-03-07,South,online,Sprocket,17,146.72,false
SO-00821,2025-09-09,East,retail,Doohickey,2,49.67,false
SO-00822,2025-06-15,East,partner,Widget,14,176.59,false
SO-00823,2025-10-13,South,retail,Widget,10,89.41,false
SO-00824,2025-01-13,East,online,Flange,3,116.18,true
SO-00825,2025-08-27,South,partner,Flange,12,23.70,true
SO-00826,2025-09-17,North,online,Sprocket,19,157.00,false
SO-00827,2025-03-15,North,retail,Sprocket,13,57.70,false
SO-00828,2025-01-25,West,online,Widget,3,25.76,false
SO-00829,2025-04-23,South,partner,Flange,19,45.19,false
SO-00830,2025-06-29,South,partner,Doohickey,1,111.35,true
SO-00831,2025-02-13,West,partner,Doohickey,2,168.33,false
SO-00832,2025-08-14,South,retail,Sprocket,5,10.51,false
SO-00833,2025-07-02,North,retail,Gadget,13,95.43,false
SO-00834,2025-10-27,South,retail,Flange,10,75.52,true
SO-00835,2025-09-04,West,online,Gadget,13,58.04,true
SO-00836,2025-02-18,West,online,Sprocket,3,117.58,false
SO-00837,2025-11-10,South,retail,Gadget,18,51.73,false
SO-00838,2025-10-21,South,online,Flange,7,49.18,true
SO-00839,2025-10-05,South,retail,Gadget,10,125.13,false
SO-00840,2025-11-12,East,partner,Gadget,13,49.02,true
SO-00841,2025-05-11,North,retail,Flange,15,22.85,false
SO-00842,2025-05-23,South,retail,Flange,20,109.13,false
SO-00843,2025-07-16,West,retail,Gadget,10,140.32,false
SO-00844,2025-09-03,North,online,Sprocket,20,90.85,false
SO-00845,2026-01-11,West,online,Sprocket,15,68.78,false
SO-00846,2026-02-03,North,retail,Gadget,5,68.43,false
SO-00847,2026-02-21,West,retail,Widget,10,131.51,false
SO-00848,2025-09-02,West,online,Flange,17,164.31,false
SO-00849,2025-12-21,West,partner,Widget,16,166.02,false
SO-00850,2026-02-20,West,partner,Doohickey,17,59.61,false
SO-00851,2025-02-01,East,online,Doohickey,16,8.35,false
SO-00852,2025-04-01,West,retail,Sprocket,12,27.15,false
SO-00853,2025-06-18,North,partner,Flange,15,113.51,false
SO-00854,2025-03-24,East,partner,Sprocket,9,147.86,false
SO-00855,2026-02-17,North,online,Widget,8,72.88,false
SO-00856,2026-02-03,South,partner,Sprocket,6,132.26,false
SO-00857,2025-12-03,North,online,Widget,10,30.34,true
SO-00858,2026-01-21,West,retail,Flange,10,60.55,false
SO-00859,2026-02-10,South,partner,Widget,10,135.20,false
SO-00860,2026-01-07,East,retail,Widget,6,57.16,false
SO-00861,2025-11-09,East,retail,Gadget,2,22.91,false
SO-00862,2026-02-22,South,online,Flange,2,176.60,false
SO-00863,2025-02-12,North,online,Flange,20,134.63,false
SO-00864,2025-03-17,West,partner,Widget,17,22.14,false
SO-00865,2025-10-07,South,retail,Widget,8,104.99,false
SO-00866,2025-01-27,South,online,Flange,11,132.63,true
SO-00867,2025-02-16,North,retail,Gadget,14,167.37,false
SO-00868,2025-03-29,North,online,Widget,20,166.10,false
SO-00869,2025-09-21,East,online,Flange,20,152.92,false
SO-00870,2025-12-14,South,online,Sprocket,7,22.68,false
SO-00871,2025-04-25,North,partner,Doohickey,1,80.14,false
SO-00872,2025-03-06,North,retail,Gadget,17,89.38,true
SO-00873,2026-01-31,North,partner,Sprocket,5,21.14,false
SO-00874,2025-02-17,North,retail,Sprocket,17,101.65,false
SO-00875,2025-06-21,East,partner,Gadget,8,134.88,false
SO-00876,2025-01-22,South,online,Gadget,12,80.34,false
SO-00877,2025-11-12,South,retail,Gadget,19,155.81,false
SO-00878,2025-08-17,East,online,Sprocket,7,51.49,false
SO-00879,2025-01-15,East,online,Gadget,12,107.14,true
SO-00880,2025-04-22,South,retail,Gadget,5,126.07,true
SO-00881,2025-03-10,North,online,Widget,11,105.53,false
SO-00882,2025-04-02,North,online,Widget,1,168.95,false
SO-00883,2025-08-08,East,online,Doohickey,12,113.29,true
SO-00884,2025-10-19,South,retail,Doohickey,2,38.08,false
SO-00885,2025-02-27,East,retail,Doohickey,8,137.09,true
SO-00886,2025-03-06,East,partner,Doohickey,3,176.12,false
SO-00887,2025-11-22,South,partner,Widget,13,101.67,false
SO-00888,2025-05-23,South,partner,Flange,8,14.76,true
SO-00889,2025-11-10,North,online,Gadget,10,121.86,true
SO-00890,2025-12-15,East,retail,Flange,16,91.97,false
SO-00891,2025-12-29,North,retail,Flange,8,38.12,false
SO-00892,2026-01-08,East,partner,Widget,13,117.03,false
SO-00893,2026-02-23,West,online,Widget,9,139.60,false
SO-00894,2025-02-18,West,retail,Flange,20,29.75,false
SO-00895,2025-10-12,East,partner,Sprocket,15,178.51,false
SO-00896,2025-12-20,North,retail,Flange,6,69.20,false
SO-00897,2025-04-11,South,retail,Doohickey,16,143.96,false
SO-00898,2025-10-23,West,partner,Doohickey,12,148.34,false
SO-00899,2025-02-04,South,partner,Doohickey,7,34.54,true
SO-00900,2025-06-02,East,partner,Doohickey,19,83.38,true
SO-00901,2025-03-03,West,partner,Sprocket,15,138.10,false
SO-00902,2025-11-20,North,retail,Gadget,5,78.19,false
SO-00903,2025-11-26,West,partner,Flange,19,164.58,false
SO-00904,2026-01-11,West,partner,Widget,14,18.52,true
SO-00905,2025-03-15,East,online,Gadget,3,16.00,false
SO-00906,2025-06-22,East,online,Gadget,14,165.19,false
SO-00907,2025-01-26,North,partner,Doohickey,20,145.66,false
SO-00908,2025-09-17,South,retail,Doohickey,19,17.54,false
